エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,北緯,東経,end
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,出力低下,低下・送電線等制約,176133,2023/10/4 7:30,あり,2023/10/4,系統作業　　最大低下量：198000kW　　最小低下量：1000kW　　平均低下量：176133kW,2023/10/2 18:38,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,出力低下,低下・送電線等制約,159429,2023/10/4 8:00,あり,2023/10/4,系統作業　　最大低下量：198000kW　　最小低下量：51000kW　　平均低下量：159429kW,2023/10/2 18:38,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－５号,131000,出力低下,低下・送電線等制約,116375,2023/10/4 9:30,あり,2023/10/4,系統作業　　最大低下量：131000kW　　最小低下量：14000kW　　平均低下量：116375kW,2023/10/2 18:38,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－４号,131000,出力低下,低下・送電線等制約,27500,2023/10/4 10:30,あり,2023/10/4,系統作業　　最大低下量：34000kW　　最小低下量：21000kW　　平均低下量：27500kW,2023/10/2 18:38,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,計画停止,停止・送電線等制約,,2023/10/4 0:00,あり,2023/10/4,系統作業,2023/10/2 18:38,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,計画停止,停止・送電線等制約,,2023/10/4 0:00,あり,2023/10/4,系統作業,2023/10/2 18:38,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,617958,2023/10/4 0:00,あり,2023/10/4,系統作業　　最大低下量：1000000kW　　最小低下量：291000kW　　平均低下量：617958kW,2023/10/2 18:38,34.7789247,131.9197247,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,12813,2023/10/4 7:30,あり,2023/10/4,系統作業　　最大低下量：60000kW　　最小低下量：0000kW　　平均低下量：12813kW,2023/10/2 18:38,34.7789247,131.9197247,
東京,株式会社JERA,GB583,富津火力発電所１号系列２軸,火力（ガス）,富津１－２軸,167000,計画停止,停止・設備故障,,2023/10/2 14:20,あり,2023/10/2,タービン関連設備,2023/10/2 18:36,35.3040598,139.8571263,
東北,相馬共同火力発電株式会社,2500125017,相馬共同火力発電株式会社新地火力発電所,火力（石炭）,新地1号機,1000000,出力低下,低下・設備故障,500000,2023/10/6 19:00,あり,2023/10/7,最大低下量：500000kW   最小低下量：500000kW   ボイラ設備不具合,2023/10/2 15:38,37.8760601,140.9195783,
東京,鹿島共同火力株式会社,60413,鹿島共同発電所,火力（ガス）,５号機,300000,計画外停止,停止・その他,,2023/10/2 11:35,あり,2023/10/3,燃料トラブル,2023/10/2 14:52,35.9410905,140.6881451,
北陸,関西電力株式会社,60C10,下小鳥発電所,水力,単独,142000,計画停止,停止・設備故障,,2023/10/31 9:00,あり,2023/10/31,発電機作業,2023/10/2 14:46,36.2423506,137.0237649,
中国,中国電力株式会社,74104,南原発電所,水力,１号機,310000,計画停止,停止・定期検査等,,2023/10/24 9:00,あり,2023/10/24,断路器点検,2023/10/2 13:23,34.5878238,132.5056048,
北海道,北海道電力株式会社,13017,京極発電所,水力,２号機,200000,計画停止,停止・定期検査等,,2023/9/12 9:00,あり,2023/10/23,定期事業者検査,2023/10/2 9:03,42.9579598,140.9481034,
北海道,北海道電力株式会社,13017,京極発電所,水力,１号機,200000,計画停止,停止・定期検査等,,2023/9/12 9:00,あり,2023/10/14,定期事業者検査,2023/10/2 9:02,42.9579598,140.9481034,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,出力低下,低下・送電線等制約,179875,2023/10/3 7:30,あり,2023/10/3,系統作業　　最大低下量：198000kW　　最小低下量：83000kW　　平均低下量：179875kW,2023/10/1 18:22,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,出力低下,低下・送電線等制約,184316,2023/10/3 7:00,あり,2023/10/3,系統作業　　最大低下量：198000kW　　最小低下量：32000kW　　平均低下量：184316kW,2023/10/1 18:22,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,出力低下,低下・送電線等制約,64100,2023/10/3 9:00,あり,2023/10/3,系統作業　　最大低下量：78000kW　　最小低下量：30000kW　　平均低下量：64100kW,2023/10/1 18:22,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,出力低下,低下・送電線等制約,60000,2023/10/3 9:30,あり,2023/10/3,系統作業　　最大低下量：73000kW　　最小低下量：27000kW　　平均低下量：60000kW,2023/10/1 18:22,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,計画停止,停止・送電線等制約,,2023/10/3 0:00,あり,2023/10/3,系統作業,2023/10/1 18:22,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,出力低下,低下・送電線等制約,405896,2023/10/3 0:00,あり,2023/10/3,系統作業　　最大低下量：500000kW　　最小低下量：205000kW　　平均低下量：405896kW,2023/10/1 18:22,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,計画停止,停止・送電線等制約,,2023/10/3 0:00,あり,2023/10/3,系統作業,2023/10/1 18:22,34.7789247,131.9197247,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,20000,2023/10/3 9:00,あり,2023/10/3,系統作業　　最大低下量：20000kW　　最小低下量：20000kW　　平均低下量：20000kW,2023/10/1 18:22,34.7789247,131.9197247,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,5号機,300000,計画外停止,停止・燃料制約,,2023/9/30 3:52,あり,2023/10/2,設備不具合,2023/10/1 17:44,35.3620056,139.8606315,
北陸,北陸電力株式会社,52307,北陸電力 有峰第二発電所,水力,単独,123000,計画停止,停止・定期検査等,,2023/9/7 9:00,あり,2023/9/30,有水試験,2023/9/30 19:27,36.547776,137.3704341,
北陸,北陸電力株式会社,52306,北陸電力 有峰第一発電所,水力,単独,265000,計画停止,停止・定期検査等,,2023/9/7 9:00,あり,2023/9/30,有水試験,2023/9/30 19:26,36.5371293,137.4385699,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,出力低下,低下・送電線等制約,179412,2023/10/2 8:00,あり,2023/10/2,系統作業　　最大低下量：198000kW　　最小低下量：13000kW　　平均低下量：179412kW,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,出力低下,低下・送電線等制約,187438,2023/10/2 8:00,あり,2023/10/2,系統作業　　最大低下量：198000kW　　最小低下量：67000kW　　平均低下量：187438kW,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,出力低下,低下・送電線等制約,179000,2023/10/2 8:00,あり,2023/10/2,系統作業　　最大低下量：198000kW　　最小低下量：67000kW　　平均低下量：179000kW,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,出力低下,低下・送電線等制約,161875,2023/10/2 8:00,あり,2023/10/2,系統作業　　最大低下量：198000kW　　最小低下量：53000kW　　平均低下量：161875kW,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－６号,131000,出力低下,低下・送電線等制約,19000,2023/10/2 10:00,あり,2023/10/2,系統作業　　最大低下量：21000kW　　最小低下量：17000kW　　平均低下量：19000kW,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－５号,131000,計画停止,停止・送電線等制約,,2023/10/2 9:00,あり,2023/10/2,系統作業,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－４号,131000,出力低下,低下・送電線等制約,101600,2023/10/2 9:00,あり,2023/10/2,系統作業　　最大低下量：131000kW　　最小低下量：24000kW　　平均低下量：101600kW,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－３号,131000,出力低下,低下・送電線等制約,91286,2023/10/2 9:30,あり,2023/10/2,系統作業　　最大低下量：131000kW　　最小低下量：45000kW　　平均低下量：91286kW,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,計画停止,停止・送電線等制約,,2023/10/2 0:00,あり,2023/10/2,系統作業,2023/9/30 15:06,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,計画停止,停止・送電線等制約,,2023/10/2 0:00,あり,2023/10/2,系統作業,2023/9/30 15:06,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,計画停止,停止・送電線等制約,,2023/10/2 0:00,あり,2023/10/2,系統作業,2023/9/30 15:06,34.7789247,131.9197247,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,20000,2023/10/2 0:00,あり,2023/10/2,系統作業　　最大低下量：20000kW　　最小低下量：20000kW　　平均低下量：20000kW,2023/9/30 15:06,34.7789247,131.9197247,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,6号機,152900,計画停止,停止・燃料制約,,2023/9/30 1:00,あり,2023/9/30,運用停止,2023/9/30 12:57,35.3620056,139.8606315,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,計画停止,停止・送電線等制約,,2023/10/1 0:00,あり,2023/10/1,系統作業,2023/9/30 8:41,33.9542081,132.126139,
東京,鹿島共同火力株式会社,60413,鹿島共同発電所,火力（ガス）,５号機,300000,計画外停止,停止・燃料制約,,2023/9/30 0:26,あり,2023/10/1,燃料調整のため,2023/9/30 0:40,35.9410905,140.6881451,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,出力低下,低下・送電線等制約,138882,2023/10/1 7:30,あり,2023/10/1,系統作業　　最大低下量：198000kW　　最小低下量：67000kW　　平均低下量：138882kW,2023/9/29 20:08,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,出力低下,低下・送電線等制約,110647,2023/10/1 7:30,あり,2023/10/1,系統作業　　最大低下量：198000kW　　最小低下量：14000kW　　平均低下量：110647kW,2023/9/29 20:08,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,出力低下,低下・送電線等制約,98067,2023/10/1 8:00,あり,2023/10/1,系統作業　　最大低下量：198000kW　　最小低下量：18000kW　　平均低下量：98067kW,2023/9/29 20:08,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,出力低下,低下・送電線等制約,61000,2023/10/1 8:00,あり,2023/10/1,系統作業　　最大低下量：77000kW　　最小低下量：24000kW　　平均低下量：61000kW,2023/9/29 20:08,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－６号,131000,計画停止,停止・送電線等制約,,2023/10/1 8:00,あり,2023/10/1,系統作業,2023/9/29 20:08,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,出力低下,低下・送電線等制約,299875,2023/10/1 0:00,あり,2023/10/1,系統作業　　最大低下量：500000kW　　最小低下量：50000kW　　平均低下量：299875kW,2023/9/29 20:08,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,計画停止,停止・送電線等制約,,2023/10/1 0:00,あり,2023/10/1,系統作業,2023/9/29 20:08,34.7789247,131.9197247,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,20000,2023/10/1 7:30,あり,2023/10/1,系統作業　　最大低下量：20000kW　　最小低下量：20000kW　　平均低下量：20000kW,2023/9/29 20:08,34.7789247,131.9197247,
中国,中国電力株式会社,76301,玉島発電所第１号機,火力（ガス）,１号機,350000,計画停止,停止・その他,,2023/9/29 2:00,あり,2023/9/29,作業に伴う起動制約,2023/9/29 18:47,34.5161225,133.6870665,
東京,ＪＦＥスチール株式会社,30509,ＪＦＥスチール株式会社 東日本製鉄所(千葉地区) 西発電所,火力（ガス）,西発電所３号機,138000,計画停止,停止・その他,,2023/9/21 22:00,あり,2023/10/7,燃料コスト削減のため,2023/9/29 17:49,35.5705035,140.0881838,
