エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,北緯,東経,end
東京,株式会社JERA,GB673,南横浜火力発電所２号機,火力（ガス）,南横浜２号,350000,出力低下,低下・送電線等制約,196000,2024/1/1 0:00,あり,2024/1/31,系統制約  平均低下量：196000kW  最大低下量：203000kW  最小低下量：103000kW,2023/12/7 16:40,35.4043519,139.6371884,
東京,株式会社JERA,GB673,南横浜火力発電所１号機,火力（ガス）,南横浜１号,350000,出力低下,低下・送電線等制約,196000,2024/1/1 0:00,あり,2024/1/31,系統制約  平均低下量：196000kW  最大低下量：203000kW  最小低下量：103000kW,2023/12/7 16:39,35.4043519,139.6371884,
東北,東北電力株式会社,2K218,東北電力仙台火力発電所４号機,火力（ガス）,４号機,468000,計画停止,停止・その他,,2023/12/9 8:00,あり,2023/12/9,制御設備点検,2023/12/7 16:22,38.3171428,141.0735014,
北陸,電源開発,52271,電源開発手取川第一,水力,2号機,125000,計画停止,停止・定期検査等,,2023/12/26 8:00,あり,2023/12/26,点検作業  当社管理番号：TND-23-092,2023/12/7 16:18,36.38956655,136.5602236,
北陸,電源開発,52271,電源開発手取川第一,水力,2号機,125000,計画停止,停止・定期検査等,,2023/12/25 8:00,あり,2023/12/25,点検作業  当社管理番号：TND-23-092,2023/12/7 16:17,36.38956655,136.5602236,
北陸,電源開発,52271,電源開発手取川第一,水力,2号機,125000,計画停止,停止・定期検査等,,2023/12/24 8:00,あり,2023/12/24,点検作業  当社管理番号：TND-23-092,2023/12/7 16:17,36.38956655,136.5602236,
中部,株式会社JERA,44126,知多第二火力発電所,火力（ガス）,２号機,854000,出力低下,低下・その他,154000,2023/12/12 22:30,あり,2023/12/15,試運転制約,2023/12/7 16:12,35.006504,136.864044,
関西,関西電力株式会社,63D41,舞鶴発電所,火力（石炭）,１号機,900000,出力低下,低下・その他,150000,2023/12/5 22:00,あり,2023/12/7,最大低下量：450000(kW)  最小低下量：0(kW),2023/12/7 15:50,35.525473,135.3420766,
関西,関西電力株式会社,63D42,舞鶴発電所,火力（石炭）,２号機,900000,出力低下,低下・その他,150000,2023/12/5 22:00,あり,2023/12/7,最大低下量：450000(kW)  最小低下量：0(kW),2023/12/7 15:49,35.525473,135.3420766,
北海道,北海道電力株式会社,16206,新冠発電所,水力,１号機,100000,計画停止,停止・その他,,2023/12/11 11:00,あり,2023/12/11,付帯設備点検,2023/12/7 15:46,42.7379645,142.3805625,
北海道,北海道電力株式会社,16206,新冠発電所,水力,１号機,100000,計画停止,停止・その他,,2023/12/11 15:00,あり,2023/12/11,付帯設備点検,2023/12/7 15:43,42.7379645,142.3805625,
関西,関西電力株式会社,62A42,堺港発電所,火力（ガス）,２号機,400000,計画停止,停止・設備故障,,2023/12/1 17:20,あり,2023/12/11,発電機作業,2023/12/7 15:32,34.5678602,135.440578,
関西,関西電力株式会社,62A42,堺港発電所,火力（ガス）,２号機,400000,出力低下,低下・その他,297000,2023/12/11 12:00,あり,2023/12/11,試運転  最大低下量：400000kW  最小低下量：0kW,2023/12/7 15:16,34.5678602,135.440578,
関西,株式会社コベルコパワー神戸第二,64339,神戸発電所,火力（石炭）,4号機,650000,出力低下,低下・設備故障,308700,2023/12/1 20:30,あり,2023/12/8,設備不具合による点検、補修の為,2023/12/7 15:16,34.7034059,135.2414257,
北海道,北海道電力株式会社,10204,苫小牧発電所,火力（石油）,単独,250000,計画外停止,停止・設備故障,,2023/12/7 11:00,あり,2023/12/8,タービン設備点検,2023/12/7 11:25,42.6312464,141.6031222,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・その他,298962,2023/12/8 23:50,あり,2023/12/11,最大低下量：300000kW  最小低下量：0kW  平均低下量：298962kW  燃焼調整,2023/12/6 20:33,34.7789247,131.9197247,
東京,鈴川エネルギーセンター,5089,鈴川エネルギーセンター発電所,火力（石炭）,単独,112000,計画停止,停止・その他,,2023/12/6 13:00,あり,2023/12/14,クリンカ付着除去のため,2023/12/6 18:19,35.1435627,138.7149052,
中国,中国電力株式会社,74209,柳井発電所第１号系列下位,火力（ガス）,１－１号,131000,計画停止,停止・定期検査等,,2023/12/10 0:00,あり,2023/12/10,GT関係機器修理工事,2023/12/6 18:16,33.9542081,132.126139,
東北,東北電力株式会社,2K219,東北電力新仙台火力発電所３号系列,火力（ガス）,３－２号機,523000,計画外停止,停止・その他,,2023/12/4 9:15,あり,2023/12/8,制御設備他点検,2023/12/6 18:15,38.2768964,141.0390442,
九州,九州電力株式会社,91061,新小倉発電所,火力（ガス）,３号機,600000,出力低下,低下・その他,150000,2023/12/4 18:00,あり,2023/12/7,ボイラ付属装置点検  最大制約量：150000kW  最小制約量：150000kW  平均制約量：150000kW,2023/12/6 16:00,33.9069659,130.8600092,
関西,泉北天然ガス発電株式会社,62F61,泉北天然ガス第一発電所,火力（ガス）,４号機,277500,計画停止,停止・設備故障,,2023/12/11 12:00,あり,2023/12/11,システム関連,2023/12/6 15:53,34.5417497,135.4029674,
北陸,電源開発,51271,電源開発長野発電所（北陸）,水力,2号機,110000,計画停止,停止・設備故障,,2023/12/9 8:00,あり,2023/12/9,当社管理番号：TND-23-117  設備不具合,2023/12/6 15:17,35.8929182,136.6873109,
北陸,電源開発,51271,電源開発長野発電所（北陸）,水力,1号機,110000,計画停止,停止・設備故障,,2023/12/9 8:00,あり,2023/12/9,当社管理番号：TND-23-117  設備不具合,2023/12/6 15:16,35.8929182,136.6873109,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,１号系列第６軸,120000,計画停止,停止・その他,,2023/12/9 9:00,あり,2023/12/9,タービン付属装置点検,2023/12/6 15:04,33.2707147,131.7039795,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,１号系列第４軸,120000,計画停止,停止・その他,,2023/12/9 9:00,あり,2023/12/9,タービン付属装置点検,2023/12/6 15:01,33.2707147,131.7039795,
中部,株式会社JERA,42001,川越火力発電所,火力（ガス）,１号機,700000,計画停止,停止・定期検査等,,2023/12/5 11:10,あり,2023/12/6,ボイラ関連設備,2023/12/6 14:57,35.0076322,136.6872912,
東京,株式会社JERA,GB563,広野火力発電所５号機,火力（石炭）,広野５号,600000,計画停止,停止・定期検査等,,2023/12/2 0:00,あり,2023/12/6,タービン関連設備,2023/12/6 13:46,37.2311154,141.0143213,
九州,大分共同火力株式会社,932PC,大分共同発電所,火力（ガス）,3号機,147000,計画停止,停止・燃料制約,,2023/12/8 0:00,あり,2023/12/8,燃料ガス減のため,2023/12/6 9:56,33.2695156,131.6477831,
東京,株式会社JERA,GB583,富津火力発電所２号系列５軸,火力（ガス）,富津２－５軸,162000,計画停止,停止・その他,,2023/12/6 13:00,あり,2023/12/6,環境関連設備,2023/12/5 21:52,35.344627,139.8347731,
東北,東北電力株式会社,2W422,東北電力東新潟火力発電所１号機,,１号機,600000,計画停止,停止・その他,,2023/9/9 0:00,あり,2023/12/5,点検,2023/12/5 21:36,38.0000135,139.2415773,
関西,関西電力株式会社,68H41,赤穂発電所,火力（石油）,１号機,600000,出力低下,低下・その他,70000,2023/12/1 5:00,あり,2023/12/14,試運転  最大低下量：600000kW  最小低下量：0kW,2023/12/5 19:54,34.7550685,134.3902271,
関西,関西電力株式会社,68H42,赤穂発電所,火力（石油）,２号機,600000,出力低下,低下・その他,344900,2023/12/5 6:30,あり,2023/12/11,試運転  最大低下量：600000kW  最小低下量：0kW,2023/12/5 19:53,34.7550685,134.3902271,
関西,泉北天然ガス発電株式会社,62F61,泉北天然ガス第一発電所,火力（ガス）,３号機,277500,計画停止,停止・設備故障,,2023/12/9 0:30,あり,2023/12/10,HRSG設備,2023/12/5 17:13,34.5417497,135.4029674,
東北,東北電力株式会社,2V403,東北電力東新潟火力発電所４号系列,火力（ガス）,４－４号機ＧＴＢ,295000,計画停止,停止・その他,,2023/12/9 6:30,あり,2023/12/9,試験による関連停止,2023/12/5 15:56,38.0000135,139.2415773,
関西,関西電力株式会社,68J45,姫路第一発電所,火力（ガス）,５号機,729000,計画停止,停止・設備故障,,2024/1/6 0:00,あり,2024/1/8,発電機作業,2023/12/5 15:55,34.7736102,134.6670454,
関西,関西電力株式会社,67C43,御坊発電所,火力（石油）,３号機,600000,計画停止,停止・設備故障,,2024/1/20 0:00,あり,2024/1/20,発電機作業,2023/12/5 15:52,33.860003,135.1524544,
沖縄,沖縄電力株式会社,5001,牧港9号,火力（石油）,9号機,125000,計画停止,停止・設備故障,,2023/11/21 0:00,あり,2023/12/12,ボイラ関連設備不具合,2023/12/5 15:24,26.2678305,127.7211098,
東北,電源開発,31204,電源開発奥清津第二発電所,水力,1号機,300000,計画停止,停止・送電線等制約,,2023/12/9 8:30,あり,2023/12/9,系統作業  当社管理番号：1B3-23-091,2023/12/5 15:22,36.8435538,138.7661061,
東北,電源開発,31201,電源開発奥清津発電所,水力,2号機,250000,計画停止,停止・送電線等制約,,2023/12/9 8:30,あり,2023/12/9,系統作業  当社管理番号：1B3-23-091,2023/12/5 15:21,36.846142,138.7662761,
東北,電源開発,31201,電源開発奥清津発電所,水力,1号機,250000,計画停止,停止・送電線等制約,,2023/12/9 8:30,あり,2023/12/9,系統作業  当社管理番号：1B3-23-091,2023/12/5 15:20,36.846142,138.7662761,
東北,電源開発,31201,電源開発奥清津発電所,水力,2号機,250000,計画停止,停止・送電線等制約,,2023/12/9 8:15,あり,2023/12/9,系統作業  当社管理番号：THE-23-226,2023/12/5 15:19,36.846142,138.7662761,
東北,電源開発,31204,電源開発奥清津第二発電所,水力,1号機,300000,計画停止,停止・送電線等制約,,2023/12/20 17:00,あり,2023/12/20,系統作業  当社管理番号：1B3-23-090,2023/12/5 15:19,36.8435538,138.7661061,
東北,電源開発,31201,電源開発奥清津発電所,水力,1号機,250000,計画停止,停止・送電線等制約,,2023/12/9 8:15,あり,2023/12/9,系統作業  当社管理番号：THE-23-226,2023/12/5 15:18,36.846142,138.7662761,
東北,電源開発,31201,電源開発奥清津発電所,水力,2号機,250000,計画停止,停止・送電線等制約,,2023/12/20 17:00,あり,2023/12/20,系統作業  当社管理番号：1B3-23-090,2023/12/5 15:18,36.846142,138.7662761,
関西,関西電力株式会社,63C00,喜撰山発電所,水力,２号機,233000,計画停止,停止・設備故障,,2024/2/15 8:00,あり,2024/2/15,発電機作業,2023/12/5 15:16,34.8958131,135.8583239,
東北,電源開発,31204,電源開発奥清津第二発電所,水力,1号機,300000,計画停止,停止・送電線等制約,,2023/12/9 8:25,あり,2023/12/9,系統作業  当社管理番号：THE-23-228,2023/12/5 15:16,36.8435538,138.7661061,
東北,電源開発,31201,電源開発奥清津発電所,水力,1号機,250000,計画停止,停止・送電線等制約,,2023/12/20 17:00,あり,2023/12/20,系統作業  当社管理番号：1B3-23-090,2023/12/5 15:16,36.846142,138.7662761,
関西,関西電力株式会社,63C00,喜撰山発電所,水力,１号機,233000,計画停止,停止・設備故障,,2024/2/15 8:00,あり,2024/2/15,発電機作業,2023/12/5 15:15,34.8958131,135.8583239,
北陸,北陸電力株式会社,52361,北陸電力 富山新港火力発電所,火力（ガス）,LNG1号機,424700,出力低下,低下・燃料制約,246400,2023/11/19 16:00,あり,2023/12/8,タンク1基運用に伴うLNG計画消費,2023/12/5 15:12,36.7627507,137.1269738,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,６号機,201000,計画停止,停止・設備故障,,2024/1/13 9:00,あり,2024/1/13,発電機作業,2023/12/5 15:09,34.1134687,135.8231906,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,５号機,201000,計画停止,停止・設備故障,,2024/1/13 9:00,あり,2024/1/13,発電機作業,2023/12/5 15:08,34.1134687,135.8231906,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,2024/1/13 9:00,あり,2024/1/13,発電機作業,2023/12/5 15:07,34.1134687,135.8231906,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,３号機,201000,計画停止,停止・設備故障,,2024/1/13 9:00,あり,2024/1/13,発電機作業,2023/12/5 15:06,34.1134687,135.8231906,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,２号機,201000,計画停止,停止・設備故障,,2024/1/13 9:00,あり,2024/1/13,発電機作業,2023/12/5 15:05,34.1134687,135.8231906,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,１号機,201000,計画停止,停止・設備故障,,2024/1/13 9:00,あり,2024/1/13,発電機作業,2023/12/5 15:04,34.1134687,135.8231906,
関西,関西電力株式会社,6.80E+01,奥多々良木発電所,水力,６号機,360000,計画停止,停止・設備故障,,2024/2/20 8:00,あり,2024/2/20,発電機作業,2023/12/5 15:02,35.236933,134.832166,
東北,東北電力株式会社,2V403,東北電力東新潟火力発電所４号系列,火力（ガス）,４－１号機ＳＴ,280300,出力低下,低下・その他,140150,2023/12/29 0:00,あり,2023/12/30,最大低下量：140150kW  最小低下量：140150kW  4-1GT作業停止に伴う低下,2023/12/5 14:49,38.0000135,139.2415773,
東北,東北電力株式会社,2V403,東北電力東新潟火力発電所４号系列,火力（ガス）,４－１号機ＧＴＢ,298800,計画停止,停止・その他,,2023/12/29 0:00,あり,2023/12/30,作業による停止,2023/12/5 14:47,38.0000135,139.2415773,
関西,相生バイオエナジー株式会社,6837V,相生バイオマス発電所,その他,単独,200000,計画停止,停止・その他,,2023/12/6 0:15,あり,2023/12/6,ボイラ設備不具合,2023/12/5 14:10,34.803968,134.4683474,
関西,関西電力株式会社,68J46,姫路第一発電所,火力（ガス）,６号機,713000,計画停止,停止・設備故障,,2023/12/16 0:00,あり,2023/12/18,発電機作業,2023/12/5 8:52,34.7736102,134.6670454,
東京,株式会社JERA,GB553,常陸那珂火力発電所１号機,火力（石炭）,常陸那珂１号,1000000,計画停止,停止・定期検査等,,2023/11/2 0:00,あり,2023/12/5,定検,2023/12/4 18:00,36.3966506,140.5347934,
北海道,北海道電力株式会社,10207,知内発電所,火力（石油）,１号機,350000,計画停止,停止・定期検査等,,2023/3/1 0:00,あり,2023/12/7,定期検査,2023/12/4 17:51,41.5819614,140.424872,
北海道,北海道電力株式会社,10204,苫小牧発電所,火力（石油）,単独,250000,計画停止,停止・その他,,2023/12/10 5:00,あり,2023/12/10,付帯設備点検,2023/12/4 17:22,42.6312464,141.6031222,
北海道,北海道電力株式会社,10213,伊達発電所,火力（石油）,２号機,350000,計画外停止,停止・設備故障,,2023/9/29 0:00,あり,2023/12/5,ボイラ付帯設備故障,2023/12/4 17:12,42.4829307,140.828631,
東京,株式会社JERA,GB603,横浜火力発電所８号系列４軸,火力（ガス）,横浜８－４軸,377000,出力低下,低下・送電線等制約,167000,2023/12/2 12:00,あり,2023/12/4,系統作業  平均低下量：167000kW  最大低下量：167000kW  最小低下量：167000kW,2023/12/4 17:07,35.4769577,139.6774088,
北海道,北海道電力株式会社,10006,苫東厚真発電所,火力（石炭）,１号機,350000,出力低下,低下・設備故障,245000,2023/12/4 15:33,あり,2023/12/4,付帯設備点検,2023/12/4 17:02,42.6137847,141.8052424,
関西,関西電力株式会社,67C43,御坊発電所,火力（石油）,３号機,600000,出力低下,低下・設備故障,270000,2023/12/2 18:36,あり,2023/12/4,低下・設備故障  最大低下量：270000MW  最小低下量：270000MW,2023/12/4 16:25,33.860003,135.1524544,
東京,株式会社JERA,GB583,富津火力発電所２号系列１軸,火力（ガス）,富津２－１軸,162000,計画停止,停止・設備故障,,2023/12/4 10:00,あり,2023/12/4,ガスタービン関連設備,2023/12/4 15:57,35.344627,139.8347731,
関西,関西電力株式会社,68C43,姫路第二発電所,火力（ガス）,３号機,486500,出力低下,低下・その他,236100,2023/12/11 10:00,あり,2023/12/14,試運転  最大低下量：486500kW  最小低下量：0kW,2023/12/4 11:54,34.7737623,134.69317,
関西,関西電力株式会社,62A44,堺港発電所,火力（ガス）,４号機,400000,出力低下,低下・その他,268000,2023/12/11 6:00,あり,2023/12/11,試運転  最大低下量：400000kW  最小低下量：0kW,2023/12/4 8:54,34.5678602,135.440578,
東京,株式会社JERA,GB603,横浜火力発電所８号系列１軸,火力（ガス）,横浜８－１軸,377000,計画停止,停止・設備故障,,2023/12/3 15:50,あり,2023/12/3,GT関連設備,2023/12/3 19:27,35.4769577,139.6774088,
関西,関西電力株式会社,68H42,赤穂発電所,火力（石油）,２号機,600000,計画停止,停止・設備故障,,2023/9/1 0:00,あり,2023/12/5,発電機作業,2023/12/3 16:34,34.7550685,134.3902271,
東京,東亜石油株式会社,5004332011,東亜石油株式会社水江発電所,火力（石油）,第1号発電設備,194890,出力低下,低下・燃料制約,100000,2023/12/3 10:00,なし,,燃料供給設備の不具合,2023/12/3 8:42,35.513443,139.7439597,
関西,関西電力株式会社,6.80E+01,奥多々良木発電所,水力,６号機,360000,計画外停止,停止・設備故障,,2023/12/2 23:52,あり,2023/12/3,停止・設備故障,2023/12/3 0:22,35.236933,134.832166,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,出力低下,低下・その他,917000,2023/12/4 7:00,あり,2023/12/4,試運転  最大低下量：988000kW  最小低下量：818000kW,2023/12/2 20:30,35.0330542,136.8303509,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,計画停止,停止・その他,,2023/12/4 22:00,あり,2023/12/5,試運転,2023/12/2 20:26,35.0330542,136.8303509,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,計画停止,停止・その他,,2023/12/2 20:52,あり,2023/12/4,試運転,2023/12/2 20:21,35.0330542,136.8303509,
東京,株式会社JERA,GB583,富津火力発電所１号系列３軸,火力（ガス）,富津１－３軸,167000,計画停止,停止・設備故障,,2023/12/1 23:50,あり,2023/12/2,ボイラ関連設備,2023/12/2 17:42,35.3040598,139.8571263,
中部,株式会社JERA,44001,知多火力発電所,火力（ガス）,５号機,700000,計画停止,停止・定期検査等,,2023/11/25 0:00,あり,2023/12/2,ボイラ関連設備,2023/12/2 16:03,34.9884043,136.8414968,
中国,ＵＢＥ三菱セメント株式会社,5AWR771132,宇部興産発電所,火力（石炭）,6号,216000,計画外停止,停止・設備故障,,2023/12/2 8:45,あり,2023/12/2,設備不具合により停止,2023/12/2 15:52,33.9515554,131.2468161,
関西,相生バイオエナジー株式会社,6837V,相生バイオマス発電所,その他,単独,200000,計画外停止,停止・設備故障,,2023/12/2 8:25,あり,2023/12/2,設備不具合,2023/12/2 13:39,34.803968,134.4683474,
九州,九州電力株式会社,91061,新小倉発電所,火力（ガス）,５号機,600000,出力低下,低下・送電線等制約,150000,2023/12/1 9:53,あり,2023/12/4,送電線更新工事  最大低下量300000kW  最小低下量0kW  平均低下量150000kW,2023/12/2 3:12,33.9069659,130.8600092,
東京,株式会社JERA,GB583,富津火力発電所２号系列４軸,火力（ガス）,富津２－４軸,162000,計画停止,停止・設備故障,,2023/11/26 15:50,あり,2023/12/4,タービン関連設備,2023/12/1 19:37,35.344627,139.8347731,
中国,中国電力株式会社,76311,玉島発電所第２号機,火力（石油）,２号機,350000,計画停止,停止・設備故障,,2023/11/30 18:40,あり,2023/12/7,ボイラ不調,2023/12/1 18:49,34.5161225,133.6870665,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,出力低下,低下・その他,890000,2023/12/2 8:00,あり,2023/12/2,試運転  最大低下量：998000kW  最小低下量：818000kW,2023/12/1 17:41,35.0330542,136.8303509,
中部,株式会社JERA,48193,西名古屋火力発電所,火力（ガス）,７－２号機,1188200,計画停止,停止・その他,,2023/11/30 2:40,あり,2023/12/2,試運転,2023/12/1 17:38,35.0330542,136.8303509,
中国,中国電力株式会社,78301,俣野川発電所,水力,４号機,300000,計画停止,停止・定期検査等,,2023/12/7 9:30,あり,2023/12/7,他号機保護継電器盤取替に伴う停止,2023/12/1 17:28,35.2662504,133.5099287,
中国,中国電力株式会社,78301,俣野川発電所,水力,３号機,300000,計画停止,停止・定期検査等,,2023/12/7 9:30,あり,2023/12/7,他号機保護継電器盤取替に伴う停止,2023/12/1 17:27,35.2662504,133.5099287,
関西,関西電力株式会社,68C43,姫路第二発電所,火力（ガス）,３号機,486500,計画停止,停止・定期検査等,,2023/10/27 0:00,あり,2023/12/11,定期検査等,2023/12/1 17:17,34.7737623,134.69317,
東京,株式会社JERA,GB673,南横浜火力発電所２号機,火力（ガス）,南横浜２号,350000,出力低下,低下・設備故障,150000,2023/11/30 21:40,あり,2023/12/1,タービン関連設備  平均低下量：150000kW  最大低下量：150000kW  最小低下量：150000kW,2023/12/1 17:01,35.4043519,139.6371884,
九州,九州電力株式会社,91061,新小倉発電所,火力（ガス）,５号機,600000,計画停止,停止・定期検査等,,2023/12/2 9:00,あり,2023/12/2,ボイラ付属装置点検,2023/12/1 16:33,33.9069659,130.8600092,
中国,電源開発,75202,電源開発竹原火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,停止・設備故障,138000,2023/12/1 0:00,あり,2023/12/1,ミル不具合  最大：138000?  最小：138000?,2023/12/1 16:24,34.3371779,132.9615081,
東京,株式会社JERA,GB593,千葉火力発電所２号系列２軸,火力（ガス）,千葉２－２軸,360000,計画停止,停止・設備故障,,2023/12/3 5:00,あり,2023/12/3,タービン関連設備,2023/12/1 15:38,35.564501,140.1056111,
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,５号機,1070000,出力低下,低下・設備故障,535000,2023/12/1 19:15,あり,2023/12/4,電気設備関連,2023/12/1 15:35,34.8235775,136.9240162,
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,５号機,1070000,出力低下,低下・その他,642000,2023/12/1 15:15,あり,2023/12/1,ミル切替,2023/12/1 15:33,34.8235775,136.9240162,
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,５号機,1070000,出力低下,低下・設備故障,535000,2023/11/23 4:00,あり,2023/12/1,電気設備関連,2023/12/1 15:30,34.8235775,136.9240162,
東京,電源開発,31804,電源開発磯子火力発電所新１号機,火力（石炭）,1号機,600000,計画停止,停止・設備故障,,2023/11/27 0:00,あり,2023/12/2,灰処理設備故障 工程見直しに伴う変更,2023/12/1 14:47,35.40351,139.6415468,
関西,相生バイオエナジー株式会社,6837V,相生バイオマス発電所,その他,単独,200000,計画停止,停止・その他,,2023/12/1 16:30,あり,2023/12/2,ボイラ設備不具合,2023/12/1 14:46,34.803968,134.4683474,
東京,鹿島共同火力株式会社,60413,鹿島共同発電所,火力（ガス）,５号機,300000,計画停止,停止・燃料制約,,2023/12/26 4:45,あり,2023/12/27,燃料調整のため,2023/12/1 13:15,35.9410905,140.6881451,
東北,日本製紙石巻エネルギーセンター,2J138,石巻雲雀野発電所,火力（石炭）,1号機,149000,計画停止,停止・長期計画停止,,2023/12/2 15:00,あり,2023/12/8,試運転計画である停止起動確認のため,2023/12/1 10:08,38.4133147,141.2877913,
関西,関西電力株式会社,62A46,南港発電所,火力（ガス）,１号機,600000,計画停止,停止・設備故障,,2023/12/1 22:00,あり,2023/12/2,発電機作業,2023/11/30 21:50,34.6177617,135.4043667,
中国,中国電力株式会社,71202,新小野田発電所第１号機,火力（石炭）,１号機,500000,出力低下,低下・その他,218939,2023/12/2 5:00,あり,2023/12/2,燃焼試験  最大低下量：250000kW  最小低下量：0kW  平均低下量：218939kW,2023/11/30 19:59,33.9682548,131.1639246,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,出力低下,低下・その他,218939,2023/12/3 5:00,あり,2023/12/3,燃焼試験  最大低下量：250000kW  最小低下量：0kW  平均低下量：218939kW,2023/11/30 19:59,33.9682548,131.1639246,
東北,東北電力株式会社,2F109,東北電力能代火力発電所３号機,火力（石炭）,３号機,600000,出力低下,低下・その他,184000,2023/11/26 8:50,あり,2023/12/14,最大低下量 420000kW  最小低下量 0kW  試験による出力低下,2023/11/30 19:04,40.1918237,139.9920846,
北陸,関西電力株式会社,60C10,下小鳥発電所,水力,単独,142000,計画停止,停止・その他,,2023/12/15 9:00,あり,2023/12/15,試運転,2023/11/30 18:39,36.2423506,137.0237649,
北陸,関西電力株式会社,60C10,下小鳥発電所,水力,単独,142000,計画停止,停止・その他,,2023/12/14 9:00,あり,2023/12/14,試運転,2023/11/30 18:37,36.2423506,137.0237649,
北陸,関西電力株式会社,60C10,下小鳥発電所,水力,単独,142000,計画停止,停止・その他,,2023/12/13 9:00,あり,2023/12/13,試運転,2023/11/30 18:34,36.2423506,137.0237649,
北陸,関西電力株式会社,60C10,下小鳥発電所,水力,単独,142000,計画停止,停止・その他,,2023/12/12 9:00,あり,2023/12/12,試運転,2023/11/30 18:33,36.2423506,137.0237649,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,３号系列第２軸,245000,計画停止,停止・定期検査等,,2023/12/3 0:00,あり,2023/12/3,自主点検,2023/11/30 18:19,33.2707147,131.7039795,
中国,中国電力株式会社,76301,玉島発電所第１号機,火力（ガス）,１号機,350000,計画停止,停止・その他,,2023/11/30 18:40,あり,2023/12/1,他号機作業に伴う運用制約,2023/11/30 17:28,34.5161225,133.6870665,
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,５号機,1070000,出力低下,低下・設備故障,535000,2023/12/4 23:00,あり,2023/12/5,電気関連設備,2023/11/30 15:56,34.8235775,136.9240162,
中部,株式会社JERA,44126,知多第二火力発電所,火力（ガス）,２号機,854000,出力低下,低下・その他,154000,2023/12/9 6:00,あり,2023/12/12,試運転制約,2023/11/30 15:22,35.006504,136.864044,
中部,株式会社JERA,44126,知多第二火力発電所,火力（ガス）,２号機,854000,出力低下,低下・その他,154000,2023/12/7 3:00,あり,2023/12/8,試運転制約,2023/11/30 15:20,35.006504,136.864044,
中部,株式会社JERA,44126,知多第二火力発電所,火力（ガス）,２号機,854000,出力低下,低下・その他,154000,2023/12/2 8:00,あり,2023/12/6,試運転制約,2023/11/30 15:18,35.006504,136.864044,
関西,関西電力株式会社,62A45,堺港発電所,火力（ガス）,５号機,400000,出力低下,低下・その他,178000,2023/11/30 13:35,あり,2023/11/30,試運転  最大低下量：400000kW  最小低下量：0kW,2023/11/30 10:56,34.5678602,135.440578,
東京,株式会社JERA,GB603,横浜火力発電所８号系列１軸,火力（ガス）,横浜８－１軸,377000,計画停止,停止・設備故障,,2023/12/3 5:00,あり,2023/12/3,タービン関連設備,2023/11/30 10:39,35.4769577,139.6774088,
東京,株式会社JERA,GB4Q3,姉崎火力発電所新３号機,火力（ガス）,姉崎新3号,646900,計画停止,停止・定期検査等,,2023/11/8 0:00,あり,2023/12/1,ガスタービン関連設備,2023/11/30 4:15,35.4845402,140.0179633,
東京,株式会社JERA,GB573,川崎火力発電所１号系列２軸,火力（ガス）,川崎１－２軸,500000,計画停止,停止・設備故障,,2023/11/27 22:00,あり,2023/11/30,ＨＲＳＧ関連設備,2023/11/30 3:11,35.5124341,139.7622072,
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,５号機,1070000,出力低下,低下・その他,642000,2023/12/5 21:00,あり,2023/12/5,ミル切替,2023/11/29 15:23,34.8235775,136.9240162,
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,５号機,1070000,出力低下,低下・その他,642000,2023/12/4 21:00,あり,2023/12/4,ミル切替,2023/11/29 14:55,34.8235775,136.9240162,
中部,株式会社JERA,47195,碧南火力発電所,火力（石炭）,５号機,1000000,出力低下,低下・その他,640000,2023/12/3 4:55,あり,2023/12/3,確認試験  最大低下量：650000kW  最小低下量：600000kW,2023/11/29 14:48,34.8378404,136.9627701,
東京,東京電力リニューアブルパワー株式会社,32201,葛野川発電所,水力,1号機,400000,計画停止,停止・定期検査等,,2023/12/6 8:00,あり,2023/12/6,機器点検・修理,2023/11/29 13:20,35.7186231,138.9301446,
